indicator,order,level,english_a,top_a,group_a,english_b,top_b,group_b,difference_in_post_change,std_error,z_value,pvalue,lower,upper,used_terms,missing_or_absorbed_terms,outcome,eng_var,top_var,model_fe_type,n,r2,pvalue_holm
cit,last,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.01735665541972694,0.005006533741341506,3.466800847940796,0.0005266919627202588,0.007544029599313017,0.027169281240140862,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,1950463,0.19552824365686006,0.0010533839254405176
cit,last,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.04357073853365091,0.002158681310648,20.18396060536222,1.3544644617093598e-90,0.039339800910681115,0.04780167615662071,english_last:post_gpt; post_gpt:last_cumulative_cits_top20; english_last:post_gpt:last_cumulative_cits_top20,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,1950463,0.19552824365686006,8.126786770256159e-90
cit,last,20,0,1,"Non-English, more-established",1,0,"English, less-established",-0.006704372792129123,0.0051911594443430535,-1.291498144876875,0.1965309979711367,-0.016878858341046465,0.0034701127567882215,english_last:post_gpt; post_gpt:last_cumulative_cits_top20,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,1950463,0.19552824365686006,0.1965309979711367
cit,last,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.019509710321794854,0.0012921744189019991,15.098356720583327,1.6601949231499508e-51,0.016977094999002962,0.022042325644586747,english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top20,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,1950463,0.19552824365686006,6.640779692599803e-51
cit,last,20,1,0,"English, less-established",1,1,"English, more-established",0.026214083113923974,0.004513277239845552,5.808214678790936,6.314252130505136e-09,0.01736822227158235,0.0350599439562656,post_gpt:last_cumulative_cits_top20; english_last:post_gpt:last_cumulative_cits_top20,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,1950463,0.19552824365686006,1.8942756391515408e-08
ins,first,100,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.01994480177256694,0.0016814995153974356,11.861318775255686,1.879906044907752e-32,0.01664912328236641,0.02324048026276747,post_gpt:first_top100_ins,,ai_use_intro_discussion,english_first,first_top100_ins,journal + subfield,1962592,0.1937738098264028,7.519624179631008e-32
ins,first,100,0,0,"Non-English, less-established",1,0,"English, less-established",0.01822391269246215,0.002928400910410864,6.2231618039980985,4.872344296645416e-10,0.01248435237576255,0.023963473009161747,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_top100_ins,journal + subfield,1962592,0.1937738098264028,9.744688593290833e-10
ins,first,100,0,0,"Non-English, less-established",1,1,"English, more-established",0.041105731559374636,0.0016383704649815466,25.089399765173148,6.491661393718122e-139,0.037894584454676666,0.044316878664072606,post_gpt:first_top100_ins; english_first:post_gpt; english_first:post_gpt:first_top100_ins,,ai_use_intro_discussion,english_first,first_top100_ins,journal + subfield,1962592,0.1937738098264028,3.8949968362308734e-138
ins,first,100,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0017208890801047906,0.002830679414681993,-0.6079420619583374,0.543225901207133,-0.007268918784660418,0.003827140624450837,english_first:post_gpt; post_gpt:first_top100_ins,,ai_use_intro_discussion,english_first,first_top100_ins,journal + subfield,1962592,0.1937738098264028,0.543225901207133
ins,first,100,0,1,"Non-English, more-established",1,1,"English, more-established",0.0211609297868077,0.0012491945128283541,16.939659572228145,2.2944857491501583e-64,0.018712553531979068,0.023609306041636333,english_first:post_gpt:first_top100_ins; english_first:post_gpt,,ai_use_intro_discussion,english_first,first_top100_ins,journal + subfield,1962592,0.1937738098264028,1.1472428745750792e-63
ins,first,100,1,0,"English, less-established",1,1,"English, more-established",0.02288181886691249,0.0025427781866442724,8.99874750660412,2.283073185626122e-19,0.01789806520041565,0.027865572533409332,post_gpt:first_top100_ins; english_first:post_gpt:first_top100_ins,,ai_use_intro_discussion,english_first,first_top100_ins,journal + subfield,1962592,0.1937738098264028,6.849219556878366e-19
ins,first,200,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.018878716523202114,0.001502775701377706,12.562564397264739,3.3915923324013806e-36,0.01593333027165989,0.021824102774744336,post_gpt:first_top200_ins,,ai_use_intro_discussion,english_first,first_top200_ins,journal + subfield,1962592,0.19418375505394603,1.3566369329605522e-35
ins,first,200,0,0,"Non-English, less-established",1,0,"English, less-established",0.018370093502107852,0.0031319074110798912,5.8654650635964325,4.478755665421694e-09,0.012231667773477183,0.02450851923073852,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_top200_ins,journal + subfield,1962592,0.19418375505394603,8.957511330843388e-09
ins,first,200,0,0,"Non-English, less-established",1,1,"English, more-established",0.04065840257143632,0.0017776226534380528,22.872347228923967,8.759286477582556e-116,0.03717432619259521,0.044142478950277425,english_first:post_gpt; post_gpt:first_top200_ins; english_first:post_gpt:first_top200_ins,,ai_use_intro_discussion,english_first,first_top200_ins,journal + subfield,1962592,0.19418375505394603,5.255571886549534e-115
ins,first,200,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0005086230210942615,0.0029143862528409124,-0.17452148650456376,0.8614556460869165,-0.006220715113701094,0.005203469071512571,english_first:post_gpt; post_gpt:first_top200_ins,,ai_use_intro_discussion,english_first,first_top200_ins,journal + subfield,1962592,0.19418375505394603,0.8614556460869165
ins,first,200,0,1,"Non-English, more-established",1,1,"English, more-established",0.021779686048234204,0.0011097790461858255,19.625245334274705,9.412164202082546e-86,0.019604559086912773,0.023954813009555636,english_first:post_gpt; english_first:post_gpt:first_top200_ins,,ai_use_intro_discussion,english_first,first_top200_ins,journal + subfield,1962592,0.19418375505394603,4.7060821010412735e-85
ins,first,200,1,0,"English, less-established",1,1,"English, more-established",0.022288309069328466,0.002559732410634366,8.707280876990133,3.1125114343533004e-18,0.017271325734425216,0.027305292404231716,post_gpt:first_top200_ins; english_first:post_gpt:first_top200_ins,,ai_use_intro_discussion,english_first,first_top200_ins,journal + subfield,1962592,0.19418375505394603,9.337534303059902e-18
ins,first,300,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.019281130052616946,0.0016601958792246932,11.61376816669439,3.50807808650692e-31,0.016027205922054737,0.022535054183179155,post_gpt:first_top300_ins,,ai_use_intro_discussion,english_first,first_top300_ins,journal + subfield,1962592,0.19441629835788532,1.403231234602768e-30
ins,first,300,0,0,"Non-English, less-established",1,0,"English, less-established",0.017980065664655643,0.0032863253007051198,5.471176472030267,4.470578578017857e-08,0.011538986433790845,0.02442114489552044,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_top300_ins,journal + subfield,1962592,0.19441629835788532,8.941157156035713e-08
ins,first,300,0,0,"Non-English, less-established",1,1,"English, more-established",0.039898071555438765,0.0019285037137643218,20.688615360537813,4.386287919145861e-95,0.03611827373240895,0.04367786937846858,post_gpt:first_top300_ins; english_first:post_gpt; english_first:post_gpt:first_top300_ins,,ai_use_intro_discussion,english_first,first_top300_ins,journal + subfield,1962592,0.19441629835788532,2.6317727514875167e-94
ins,first,300,0,1,"Non-English, more-established",1,0,"English, less-established",-0.001301064387961303,0.003118841739875033,-0.4171626829687853,0.676559418417032,-0.007413881871596607,0.004811753095674001,post_gpt:first_top300_ins; english_first:post_gpt,,ai_use_intro_discussion,english_first,first_top300_ins,journal + subfield,1962592,0.19441629835788532,0.676559418417032
ins,first,300,0,1,"Non-English, more-established",1,1,"English, more-established",0.02061694150282182,0.0011233989174927923,18.352288916954645,3.164942004249045e-75,0.01841512008426466,0.022818762921378976,english_first:post_gpt; english_first:post_gpt:first_top300_ins,,ai_use_intro_discussion,english_first,first_top300_ins,journal + subfield,1962592,0.19441629835788532,1.5824710021245226e-74
ins,first,300,1,0,"English, less-established",1,1,"English, more-established",0.02191800589078312,0.0025037293216700557,8.754143549416602,2.056592006922258e-18,0.017010786593272913,0.02682522518829333,post_gpt:first_top300_ins; english_first:post_gpt:first_top300_ins,,ai_use_intro_discussion,english_first,first_top300_ins,journal + subfield,1962592,0.19441629835788532,6.1697760207667736e-18
ins,last,100,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.01941516541792334,0.0016203340878752784,11.982198957118884,4.404826536194558e-33,0.016239368962765236,0.022590961873081444,post_gpt:last_top100_ins,,ai_use_intro_discussion,english_last,last_top100_ins,journal + subfield,1919166,0.1933339880258338,1.7619306144778231e-32
ins,last,100,0,0,"Non-English, less-established",1,0,"English, less-established",0.01734554087732742,0.002912997976223223,5.954532416056244,2.60816431425559e-09,0.011636169756891836,0.023054911997763,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top100_ins,journal + subfield,1919166,0.1933339880258338,5.21632862851118e-09
ins,last,100,0,0,"Non-English, less-established",1,1,"English, more-established",0.03964573600280218,0.001601223392805954,24.759653263201294,2.4403495474819295e-135,0.036507395821699484,0.04278407618390488,english_last:post_gpt:last_top100_ins; post_gpt:last_top100_ins; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top100_ins,journal + subfield,1919166,0.1933339880258338,1.4642097284891577e-134
ins,last,100,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0020696245405959213,0.0028618364043669926,-0.7231805904201222,0.4695689418794454,-0.0076787208228008335,0.003539471741608991,post_gpt:last_top100_ins; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top100_ins,journal + subfield,1919166,0.1933339880258338,0.4695689418794454
ins,last,100,0,1,"Non-English, more-established",1,1,"English, more-established",0.020230570584878843,0.0012487009047349503,16.201294087452425,4.937695848842951e-59,0.01778316178413576,0.022677979385621928,english_last:post_gpt:last_top100_ins; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top100_ins,journal + subfield,1919166,0.1933339880258338,2.4688479244214756e-58
ins,last,100,1,0,"English, less-established",1,1,"English, more-established",0.022300195125474764,0.0025896092098224026,8.61141327459371,7.216532290863713e-18,0.017224654340189625,0.027375735910759903,english_last:post_gpt:last_top100_ins; post_gpt:last_top100_ins,,ai_use_intro_discussion,english_last,last_top100_ins,journal + subfield,1919166,0.1933339880258338,2.164959687259114e-17
ins,last,200,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.018240725744746774,0.0013963322162308636,13.063313681885951,5.335383691793421e-39,0.015503964890481286,0.02097748659901226,post_gpt:last_top200_ins,,ai_use_intro_discussion,english_last,last_top200_ins,journal + subfield,1919166,0.1937214938781857,2.1341534767173685e-38
ins,last,200,0,0,"Non-English, less-established",1,0,"English, less-established",0.017466287801138482,0.0031449841535750164,5.553696600119249,2.7969076716706772e-08,0.011302232128182264,0.0236303434740947,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top200_ins,journal + subfield,1919166,0.1937214938781857,5.5938153433413544e-08
ins,last,200,0,0,"Non-English, less-established",1,1,"English, more-established",0.039175853510539274,0.0016587931948302023,23.617081160348864,2.5732216933846536e-123,0.03592467859087194,0.042427028430206605,post_gpt:last_top200_ins; english_last:post_gpt:last_top200_ins; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top200_ins,journal + subfield,1919166,0.1937214938781857,1.5439330160307923e-122
ins,last,200,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0007744379436082915,0.0029465742099597544,-0.26282655328706933,0.7926842682707818,-0.0065496172729039735,0.00500074138568739,english_last:post_gpt; post_gpt:last_top200_ins,,ai_use_intro_discussion,english_last,last_top200_ins,journal + subfield,1919166,0.1937214938781857,0.7926842682707818
ins,last,200,0,1,"Non-English, more-established",1,1,"English, more-established",0.020935127765792504,0.0011046635052641323,18.951588122562967,4.284556451893271e-80,0.018770027080439032,0.023100228451145975,english_last:post_gpt:last_top200_ins; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top200_ins,journal + subfield,1919166,0.1937214938781857,2.1422782259466357e-79
ins,last,200,1,0,"English, less-established",1,1,"English, more-established",0.021709565709400795,0.0026363042662037018,8.234848301733674,1.7978530506378908e-16,0.016542504295352246,0.026876627123449345,post_gpt:last_top200_ins; english_last:post_gpt:last_top200_ins,,ai_use_intro_discussion,english_last,last_top200_ins,journal + subfield,1919166,0.1937214938781857,5.393559151913673e-16
ins,last,300,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.01902270937479121,0.0015537189721443862,12.243339829040487,1.8237070023204108e-34,0.01597747614729162,0.0220679426022908,post_gpt:last_top300_ins,,ai_use_intro_discussion,english_last,last_top300_ins,journal + subfield,1919166,0.19398493516910809,7.294828009281643e-34
ins,last,300,0,0,"Non-English, less-established",1,0,"English, less-established",0.017146790588829768,0.0033108538378367807,5.178963321447316,2.2312232893347512e-07,0.010657636308593461,0.023635944869066075,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top300_ins,journal + subfield,1919166,0.19398493516910809,4.4624465786695025e-07
ins,last,300,0,0,"Non-English, less-established",1,1,"English, more-established",0.038642058287322215,0.0017932145890303898,21.549043000044065,5.405260718277164e-103,0.03512742227627086,0.04215669429837357,post_gpt:last_top300_ins; english_last:post_gpt; english_last:post_gpt:last_top300_ins,,ai_use_intro_discussion,english_last,last_top300_ins,journal + subfield,1919166,0.19398493516910809,3.2431564309662982e-102
ins,last,300,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0018759187859614425,0.003121795604139928,-0.6009101888264938,0.547899806567884,-0.00799452573717116,0.004242688165248276,post_gpt:last_top300_ins; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_top300_ins,journal + subfield,1919166,0.19398493516910809,0.547899806567884
ins,last,300,0,1,"Non-English, more-established",1,1,"English, more-established",0.019619348912531004,0.001124810946325218,17.44235240297745,3.9353690235235055e-68,0.01741475996831716,0.021823937856744847,english_last:post_gpt; english_last:post_gpt:last_top300_ins,,ai_use_intro_discussion,english_last,last_top300_ins,journal + subfield,1919166,0.19398493516910809,1.967684511761753e-67
ins,last,300,1,0,"English, less-established",1,1,"English, more-established",0.021495267698492446,0.0025421904187274734,8.455412128117525,2.781033272265183e-17,0.0165126660359438,0.026477869361041094,post_gpt:last_top300_ins; english_last:post_gpt:last_top300_ins,,ai_use_intro_discussion,english_last,last_top300_ins,journal + subfield,1919166,0.19398493516910809,8.343099816795549e-17
pub,first,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0032136499441469462,0.0018099826292883518,1.7755142464601927,0.07581301534437526,-0.0003338508219013353,0.006761150710195228,post_gpt:first_cumulative_pubs_top1,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top1,journal + subfield,1978736,0.19296577063690445,0.07581301534437526
pub,first,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.022235451744828758,0.0025415640248583624,8.748727762649185,2.157715031352107e-18,0.017254077791703706,0.02721682569795381,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top1,journal + subfield,1978736,0.19296577063690445,8.630860125408428e-18
pub,first,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.03887677099897054,0.0025220277288689084,15.414886424110092,1.299991999700899e-53,0.033933687482376136,0.04381985451556495,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top1; post_gpt:first_cumulative_pubs_top1,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top1,journal + subfield,1978736,0.19296577063690445,7.799951998205395e-53
pub,first,1,0,1,"Non-English, more-established",1,0,"English, less-established",0.01902180180068181,0.0034587415785505694,5.499630824877395,3.805872426405978e-08,0.012242792874891481,0.02580081072647214,english_first:post_gpt; post_gpt:first_cumulative_pubs_top1,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top1,journal + subfield,1978736,0.19296577063690445,7.611744852811957e-08
pub,first,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.035663121054823596,0.003246250343957209,10.985942942203874,4.465507723044219e-28,0.029300587295866702,0.04202565481378049,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top1,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top1,journal + subfield,1978736,0.19296577063690445,2.2327538615221094e-27
pub,first,1,1,0,"English, less-established",1,1,"English, more-established",0.016641319254141786,0.002732937605295265,6.089169113081112,1.134981805839297e-09,0.011284859975767926,0.021997778532515645,english_first:post_gpt:first_cumulative_pubs_top1; post_gpt:first_cumulative_pubs_top1,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top1,journal + subfield,1978736,0.19296577063690445,3.404945417517891e-09
pub,first,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.002093163264732849,0.0011311575612568186,1.850461276506126,0.06424709428592175,-0.00012386481617067575,0.004310191345636373,post_gpt:first_cumulative_pubs_top5,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top5,journal + subfield,1978736,0.19301443223345183,0.06424709428592175
pub,first,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.021635284919845177,0.0025883882860643697,8.358593274559093,6.347052296713872e-17,0.016562137101153653,0.0267084327385367,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top5,journal + subfield,1978736,0.19301443223345183,2.5388209186855487e-16
pub,first,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.03398603984727873,0.0019253165744963251,17.652182657893384,9.789844045493285e-70,0.030212488702427903,0.037759590992129555,english_first:post_gpt; post_gpt:first_cumulative_pubs_top5; english_first:post_gpt:first_cumulative_pubs_top5,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top5,journal + subfield,1978736,0.19301443223345183,5.873906427295971e-69
pub,first,5,0,1,"Non-English, more-established",1,0,"English, less-established",0.019542121655112328,0.003139111675006889,6.225366816575407,4.804306231240355e-10,0.013389575828649622,0.025694667481575034,english_first:post_gpt; post_gpt:first_cumulative_pubs_top5,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top5,journal + subfield,1978736,0.19301443223345183,1.4412918693721066e-09
pub,first,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.03189287658254587,0.0023589531856034194,13.51992772776781,1.1929293582805026e-41,0.027269413297547142,0.03651633986754461,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top5,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top5,journal + subfield,1978736,0.19301443223345183,5.964646791402513e-41
pub,first,5,1,0,"English, less-established",1,1,"English, more-established",0.012350754927433549,0.002112093790401968,5.847635641731131,4.986092163292811e-09,0.008211127166275003,0.016490382688592094,post_gpt:first_cumulative_pubs_top5; english_first:post_gpt:first_cumulative_pubs_top5,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top5,journal + subfield,1978736,0.19301443223345183,9.972184326585622e-09
pub,first,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0029627016612237106,0.0009558764870343751,3.099460758173421,0.0019387325836444545,0.0010892181729676674,0.004836185149479754,post_gpt:first_cumulative_pubs_top10,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top10,journal + subfield,1978736,0.19299456048856067,0.0019387325836444545
pub,first,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.02156871863531236,0.00266469485935239,8.094254604654537,5.761606703888245e-16,0.01634601268119265,0.026791424589432067,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top10,journal + subfield,1978736,0.19299456048856067,2.304642681555298e-15
pub,first,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.030529256860012552,0.0017511800776046078,17.433533678485368,4.5918707888957775e-68,0.027097006977463464,0.03396150674256164,english_first:post_gpt; post_gpt:first_cumulative_pubs_top10; english_first:post_gpt:first_cumulative_pubs_top10,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top10,journal + subfield,1978736,0.19299456048856067,2.7551224733374664e-67
pub,first,10,0,1,"Non-English, more-established",1,0,"English, less-established",0.01860601697408865,0.0031078335212902804,5.986812628999504,2.139930597704055e-09,0.012514775202413404,0.024697258745763895,english_first:post_gpt; post_gpt:first_cumulative_pubs_top10,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top10,journal + subfield,1978736,0.19299456048856067,6.419791793112165e-09
pub,first,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.027566555198788843,0.0020836437450573,13.229975260492893,5.890675760765168e-40,0.023482688501864378,0.03165042189571331,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top10,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top10,journal + subfield,1978736,0.19299456048856067,2.945337880382584e-39
pub,first,10,1,0,"English, less-established",1,1,"English, more-established",0.008960538224700195,0.0019215127966148375,4.663272729948055,3.112198571338514e-06,0.005194442347502276,0.012726634101898114,post_gpt:first_cumulative_pubs_top10; english_first:post_gpt:first_cumulative_pubs_top10,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top10,journal + subfield,1978736,0.19299456048856067,6.224397142677028e-06
pub,first,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0037430177653351997,0.0008094639934088943,4.624069502550985,3.7628369181016546e-06,0.0021564974914717993,0.0053295380391986,post_gpt:first_cumulative_pubs_top20,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top20,journal + subfield,1978736,0.1929977980242995,7.525673836203309e-06
pub,first,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.021420820949911365,0.002851551795252592,7.511987327592588,5.823642757521274e-14,0.01583188213116575,0.02700975976865698,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top20,journal + subfield,1978736,0.1929977980242995,2.3294571030085096e-13
pub,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.028928488414136228,0.001691637555329028,17.10087856763712,1.461838961496948e-65,0.02561293973079595,0.0322440370974765,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top20; post_gpt:first_cumulative_pubs_top20,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top20,journal + subfield,1978736,0.1929977980242995,8.771033768981688e-65
pub,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.017677803184576166,0.0032304284171845057,5.472278255892553,4.442865034161044e-08,0.011346279832259802,0.024009326536892528,english_first:post_gpt; post_gpt:first_cumulative_pubs_top20,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top20,journal + subfield,1978736,0.1929977980242995,1.3328595102483133e-07
pub,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.025185470648801025,0.00197802318771277,12.732646818930125,3.89410688577108e-37,0.021308616440298883,0.029062324857303166,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top20,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top20,journal + subfield,1978736,0.1929977980242995,1.94705344288554e-36
pub,first,20,1,0,"English, less-established",1,1,"English, more-established",0.007507667464224861,0.0020089666751563224,3.737079144750209,0.00018617033685859117,0.003570165134777291,0.011445169793672431,english_first:post_gpt:first_cumulative_pubs_top20; post_gpt:first_cumulative_pubs_top20,,ai_use_intro_discussion,english_first,first_cumulative_pubs_top20,journal + subfield,1978736,0.1929977980242995,0.00018617033685859117
pub,last,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.01686816588156837,0.0013530779535546244,12.46651446596598,1.1369112603019083e-35,0.014216181824326147,0.019520149938810596,post_gpt:last_cumulative_pubs_top1,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top1,journal + subfield,1950463,0.19277254444810932,5.684556301509542e-35
pub,last,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.02243429383000996,0.0026975827765374325,8.316443159830005,9.064243262587991e-17,0.017147128742681032,0.02772145891733889,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top1,journal + subfield,1950463,0.19277254444810932,2.7192729787763975e-16
pub,last,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.03196947520492495,0.0016999096311766312,18.806573372254235,6.67130764396397e-79,0.028637713550845986,0.03530123685900391,english_last:post_gpt:last_cumulative_pubs_top1; english_last:post_gpt; post_gpt:last_cumulative_pubs_top1,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top1,journal + subfield,1950463,0.19277254444810932,4.0027845863783822e-78
pub,last,1,0,1,"Non-English, more-established",1,0,"English, less-established",0.00556612794844159,0.003007348963113529,1.8508420594725195,0.06419227826878873,-0.00032816770820480283,0.011460423605087982,english_last:post_gpt; post_gpt:last_cumulative_pubs_top1,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top1,journal + subfield,1950463,0.19277254444810932,0.06419227826878873
pub,last,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.015101309323356581,0.0015835688241138488,9.536250710042326,1.480895856920036e-21,0.011997571461052995,0.01820504718566017,english_last:post_gpt:last_cumulative_pubs_top1; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top1,journal + subfield,1950463,0.19277254444810932,5.923583427680144e-21
pub,last,1,1,0,"English, less-established",1,1,"English, more-established",0.009535181374914992,0.0024519086351501127,3.888881191664477,0.00010070739933058296,0.004729528756638011,0.014340833993191972,english_last:post_gpt:last_cumulative_pubs_top1; post_gpt:last_cumulative_pubs_top1,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top1,journal + subfield,1950463,0.19277254444810932,0.00020141479866116592
pub,last,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.018230999295543174,0.0013423766533516937,13.581135555377374,5.181679933596863e-42,0.015599989401286447,0.020862009189799902,post_gpt:last_cumulative_pubs_top5,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top5,journal + subfield,1950463,0.19382626638024147,2.590839966798431e-41
pub,last,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.023428575150771767,0.003414456268018153,6.861583019884561,6.810160706300407e-12,0.016736363838669145,0.030120786462874388,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top5,journal + subfield,1950463,0.19382626638024147,2.043048211890122e-11
pub,last,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.03513433900649762,0.0017593965512098884,19.96953954600895,1.0138366505764001e-88,0.03168598513160226,0.03858269288139299,post_gpt:last_cumulative_pubs_top5; english_last:post_gpt:last_cumulative_pubs_top5; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top5,journal + subfield,1950463,0.19382626638024147,6.083019903458401e-88
pub,last,5,0,1,"Non-English, more-established",1,0,"English, less-established",0.005197575855228592,0.0036710068114312773,1.4158447865156987,0.15682095351716926,-0.0019974652821779333,0.012392616992635119,english_last:post_gpt; post_gpt:last_cumulative_pubs_top5,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top5,journal + subfield,1950463,0.19382626638024147,0.15682095351716926
pub,last,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.016903339710954444,0.0012790743207681003,13.21529127471168,7.160858274891393e-40,0.014396400108698935,0.019410279313209954,english_last:post_gpt:last_cumulative_pubs_top5; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top5,journal + subfield,1950463,0.19382626638024147,2.8643433099565572e-39
pub,last,5,1,0,"English, less-established",1,1,"English, more-established",0.011705763855725852,0.003139094080362845,3.7290261317598974,0.0001922212197008531,0.005553252514131793,0.01785827519731991,post_gpt:last_cumulative_pubs_top5; english_last:post_gpt:last_cumulative_pubs_top5,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top5,journal + subfield,1950463,0.19382626638024147,0.0003844424394017062
pub,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.019451289209759786,0.0014714448615246421,13.219176415217675,6.8004471115947725e-40,0.01656731027593496,0.02233526814358461,post_gpt:last_cumulative_pubs_top10,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top10,journal + subfield,1950463,0.19435801583648205,2.720178844637909e-39
pub,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.023628804050408275,0.004105216387473708,5.755799894618736,8.623248556896469e-09,0.01558272778221618,0.03167488031860037,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_pubs_top10,journal + subfield,1950463,0.19435801583648205,2.5869745670689407e-08
