indicator,order,level,english_a,top_a,group_a,english_b,top_b,group_b,difference_in_post_change,std_error,z_value,pvalue,lower,upper,used_terms,missing_or_absorbed_terms,outcome,eng_var,top_var,model_fe_type,n,r2,pvalue_holm
cit,last,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.007210193462170303,0.000471072141784125,15.305922007747318,6.980569988820253e-53,0.0062869090301532725,0.008133477894187334,english_last:post_gpt; post_gpt:last_cumulative_cits_top20; english_last:post_gpt:last_cumulative_cits_top20,,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434,4.188341993292151e-52
cit,last,20,0,1,"Non-English, more-established",1,0,"English, less-established",-0.003777976120381581,0.0009991972882704254,-3.7810111824073522,0.00015619265743119348,-0.005736366818841701,-0.0018195854219214612,english_last:post_gpt; post_gpt:last_cumulative_cits_top20,,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434,0.00031238531486238696
cit,last,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.0021429361997530203,0.0002504419087714746,8.556619817605789,1.1622503246357544e-17,0.0016520790783414643,0.0026337933211645764,english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top20,,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434,4.6490012985430176e-17
cit,last,20,1,0,"English, less-established",1,1,"English, more-established",0.0059209123201346015,0.0009380771925875568,6.311753837445488,2.7589082017444407e-10,0.004082314807944546,0.007759509832324657,post_gpt:last_cumulative_cits_top20; english_last:post_gpt:last_cumulative_cits_top20,,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434,8.276724605233322e-10
ins,first,100,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004052768561427815,0.0003954817062527174,10.247676434464578,1.2122255729783187e-24,0.0032776386606280395,0.00482789846222759,post_gpt:first_top100_ins,,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847,6.061127864891593e-24
ins,first,100,0,0,"Non-English, less-established",1,0,"English, less-established",0.0023023703636377434,0.0004916586363761013,4.682863664529453,2.828946798745529e-06,0.0013387371436525105,0.0032660035836229763,english_first:post_gpt,,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847,8.486840396236588e-06
ins,first,100,0,0,"Non-English, less-established",1,1,"English, more-established",0.005435724077507252,0.0004107168466523959,13.234723926743857,5.529955829822839e-40,0.004630733850224696,0.006240714304789808,post_gpt:first_top100_ins; english_first:post_gpt; english_first:post_gpt:first_top100_ins,,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847,3.317973497893703e-39
ins,first,100,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0017503981977900714,0.00046550530455690396,-3.7602110666734636,0.00016977005687039058,-0.002662771829333952,-0.0008380245662461906,english_first:post_gpt; post_gpt:first_top100_ins,,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847,0.00016977005687039058
ins,first,100,0,1,"Non-English, more-established",1,1,"English, more-established",0.0013829555160794374,0.00030440909489139325,4.543082119714087,5.54376423881755e-06,0.0007863246535258708,0.001979586378633004,english_first:post_gpt:first_top100_ins; english_first:post_gpt,,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847,1.10875284776351e-05
ins,first,100,1,0,"English, less-established",1,1,"English, more-established",0.003133353713869509,0.0004412733750963773,7.100708745877001,1.2411870527389525e-12,0.002268473791344175,0.0039982336363948425,post_gpt:first_top100_ins; english_first:post_gpt:first_top100_ins,,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847,4.96474821095581e-12
ins,first,200,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004056049992967206,0.00031868178879173247,12.72758637494014,4.154853437138025e-37,0.00343144516440661,0.004680654821527802,post_gpt:first_top200_ins,,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676,2.0774267185690125e-36
ins,first,200,0,0,"Non-English, less-established",1,0,"English, less-established",0.0024035744521306245,0.0005284744550404746,4.548137434469828,5.4122787970247544e-06,0.0013677835535018622,0.0034393653507593866,english_first:post_gpt,,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676,1.0824557594049509e-05
ins,first,200,0,0,"Non-English, less-established",1,1,"English, more-established",0.005722174168522807,0.000422289579979487,13.550356058515025,7.884675344676121e-42,0.004894501800716465,0.006549846536329148,english_first:post_gpt; post_gpt:first_top200_ins; english_first:post_gpt:first_top200_ins,,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676,4.730805206805672e-41
ins,first,200,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0016524755408365813,0.00048393241970416824,-3.4146824505924873,0.0006385641050784288,-0.0026009656544080727,-0.0007039854272650899,english_first:post_gpt; post_gpt:first_top200_ins,,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676,0.0006385641050784288
ins,first,200,0,1,"Non-English, more-established",1,1,"English, more-established",0.001666124175555601,0.0002868897566273332,5.807541527946148,6.339683037214687e-09,0.0011038305850325668,0.0022284177660786353,english_first:post_gpt; english_first:post_gpt:first_top200_ins,,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676,1.901904911164406e-08
ins,first,200,1,0,"English, less-established",1,1,"English, more-established",0.0033185997163921823,0.0004578620613665424,7.248033843396932,4.2286496688161737e-13,0.002421206566226491,0.004215992866557873,post_gpt:first_top200_ins; english_first:post_gpt:first_top200_ins,,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676,1.6914598675264695e-12
ins,first,300,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004186468587780396,0.00035263793270704966,11.871861191003129,1.6573883077675955e-32,0.0034953109400919194,0.004877626235468872,post_gpt:first_top300_ins,,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789,8.286941538837977e-32
ins,first,300,0,0,"Non-English, less-established",1,0,"English, less-established",0.0024267633739797033,0.0005812695701518929,4.174936206183235,2.9806956871477194e-05,0.001287495951172915,0.0035660307967864914,english_first:post_gpt,,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789,5.961391374295439e-05
ins,first,300,0,0,"Non-English, less-established",1,1,"English, more-established",0.005726935918533051,0.00043578050294656697,13.141790143913934,1.8968550744477425e-39,0.004872821827593028,0.006581050009473073,post_gpt:first_top300_ins; english_first:post_gpt; english_first:post_gpt:first_top300_ins,,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789,1.1381130446686455e-38
ins,first,300,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0017597052138006927,0.0005440799127380257,-3.234277121066938,0.001219510628840775,-0.0028260822474789186,-0.0006933281801224669,post_gpt:first_top300_ins; english_first:post_gpt,,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789,0.001219510628840775
ins,first,300,0,1,"Non-English, more-established",1,1,"English, more-established",0.0015404673307526549,0.0002644390947085204,5.825414477578076,5.697102842179277e-09,0.0010221762290195785,0.002058758432485731,english_first:post_gpt; english_first:post_gpt:first_top300_ins,,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789,1.709130852653783e-08
ins,first,300,1,0,"English, less-established",1,1,"English, more-established",0.0033001725445533474,0.0005013228751610334,6.58292830442512,4.6127161108499216e-11,0.002317597764611652,0.004282747324495043,post_gpt:first_top300_ins; english_first:post_gpt:first_top300_ins,,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789,1.8450864443399686e-10
ins,last,100,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0038735544665253886,0.0003539908051789886,10.942528477729248,7.215891140047355e-28,0.003179745237516236,0.004567363695534541,post_gpt:last_top100_ins,,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018,3.6079455700236776e-27
ins,last,100,0,0,"Non-English, less-established",1,0,"English, less-established",0.0022295723569382767,0.0004791336132611311,4.653341563250217,3.2659857203047667e-06,0.001290487731163917,0.0031686569827126363,english_last:post_gpt,,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018,9.7979571609143e-06
ins,last,100,0,0,"Non-English, less-established",1,1,"English, more-established",0.005078405325345795,0.000380357289420831,13.35167082791727,1.158216011632668e-40,0.004332918736823689,0.005823891913867901,english_last:post_gpt:last_top100_ins; post_gpt:last_top100_ins; english_last:post_gpt,,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018,6.949296069796008e-40
ins,last,100,0,1,"Non-English, more-established",1,0,"English, less-established",-0.001643982109587112,0.0004606452022182366,-3.568868408203358,0.00035852643745690264,-0.002546830115586026,-0.000741134103588198,post_gpt:last_top100_ins; english_last:post_gpt,,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018,0.00035852643745690264
ins,last,100,0,1,"Non-English, more-established",1,1,"English, more-established",0.001204850858820406,0.00030202511747188257,3.989240593317783,6.62851639445974e-05,0.0006128925061490372,0.001796809211491775,english_last:post_gpt:last_top100_ins; english_last:post_gpt,,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018,0.0001325703278891948
ins,last,100,1,0,"English, less-established",1,1,"English, more-established",0.002848832968407518,0.00044434674206630356,6.411283573634095,1.4429950174647588e-10,0.0019779293573098542,0.003719736579505182,english_last:post_gpt:last_top100_ins; post_gpt:last_top100_ins,,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018,5.771980069859035e-10
ins,last,200,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0038976584901599894,0.00029430247435640114,13.243716345517075,4.905983235936209e-40,0.0033208362398604203,0.0044744807404595585,post_gpt:last_top200_ins,,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211,2.4529916179681044e-39
ins,last,200,0,0,"Non-English, less-established",1,0,"English, less-established",0.0023381507547995625,0.0005185660588877954,4.50887734498929,6.5171571231204214e-06,0.0013217799557746067,0.0033545215538245184,english_last:post_gpt,,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211,1.3034314246240843e-05
ins,last,200,0,0,"Non-English, less-established",1,1,"English, more-established",0.005375095120766279,0.0003948029319661559,13.614628174106501,3.278098451715255e-42,0.004601295593121796,0.006148894648410762,post_gpt:last_top200_ins; english_last:post_gpt:last_top200_ins; english_last:post_gpt,,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211,1.966859071029153e-41
ins,last,200,0,1,"Non-English, more-established",1,0,"English, less-established",-0.001559507735360427,0.0004908807933130917,-3.1769581466711565,0.0014882851232484646,-0.002521616410956537,-0.000597399059764317,english_last:post_gpt; post_gpt:last_top200_ins,,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211,0.0014882851232484646
ins,last,200,0,1,"Non-English, more-established",1,1,"English, more-established",0.0014774366306062896,0.0002686124607141083,5.500253512731736,3.792455755762128e-08,0.0009509658818079572,0.002003907379404622,english_last:post_gpt:last_top200_ins; english_last:post_gpt,,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211,1.1377367267286385e-07
ins,last,200,1,0,"English, less-established",1,1,"English, more-established",0.0030369443659667168,0.00046743899605674835,6.496985471015395,8.194537239770962e-11,0.0021207807687259298,0.003953107963207504,post_gpt:last_top200_ins; english_last:post_gpt:last_top200_ins,,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211,3.2778148959083847e-10
ins,last,300,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004139966369302799,0.0003163441093282687,13.086908360941777,3.912097687452172e-39,0.0035199433082979915,0.004759989430307607,post_gpt:last_top300_ins,,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337,1.9560488437260858e-38
ins,last,300,0,0,"Non-English, less-established",1,0,"English, less-established",0.0024500426861110633,0.0005707353024771459,4.2927827934897556,1.7644759990730717e-05,0.0013314220485502834,0.0035686633236718434,english_last:post_gpt,,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337,3.528951998146143e-05
ins,last,300,0,0,"Non-English, less-established",1,1,"English, more-established",0.005399053997591843,0.0004076210519871343,13.245277620652068,4.805017339985674e-40,0.004600131416356731,0.006197976578826956,post_gpt:last_top300_ins; english_last:post_gpt; english_last:post_gpt:last_top300_ins,,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337,2.8830104039914044e-39
ins,last,300,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0016899236831917361,0.0005508663906092356,-3.067756014889109,0.0021567262934571517,-0.0027696019690794113,-0.0006102453973040609,post_gpt:last_top300_ins; english_last:post_gpt,,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337,0.0021567262934571517
ins,last,300,0,1,"Non-English, more-established",1,1,"English, more-established",0.0012590876282890437,0.00025191204460613305,4.9981239692514094,5.789076479889163e-07,0.0007653490935891754,0.0017528261629889122,english_last:post_gpt; english_last:post_gpt:last_top300_ins,,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337,1.736722943966749e-06
ins,last,300,1,0,"English, less-established",1,1,"English, more-established",0.00294901131148078,0.0005091294521991864,5.792262260104018,6.944458846293316e-09,0.0019511359217017678,0.003946886701259793,post_gpt:last_top300_ins; english_last:post_gpt:last_top300_ins,,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337,2.7777835385173263e-08
pub,first,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.00023083221486432117,0.0004939881516424643,0.4672828975691536,0.6402974908170681,-0.0007373667711444196,0.001199031200873062,post_gpt:first_cumulative_pubs_top1,,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109,0.6402974908170681
pub,first,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.002793436817841177,0.00041728692190401445,6.694283168749131,2.167313819344382e-11,0.0019755694796897306,0.0036113041559926234,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109,1.083656909672191e-10
pub,first,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.004725730228536137,0.000700209845565144,6.749019966610108,1.4884710767971286e-11,0.0033533441496081014,0.006098116307464173,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top1; post_gpt:first_cumulative_pubs_top1,,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109,8.930826460782771e-11
pub,first,1,0,1,"Non-English, more-established",1,0,"English, less-established",0.002562604602976856,0.0007366306055165074,3.4788190767338807,0.0005036284799281684,0.0011188351462545693,0.004006374059699142,english_first:post_gpt; post_gpt:first_cumulative_pubs_top1,,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109,0.0015108854397845053
pub,first,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.004494898013671816,0.0008650896320203853,5.195875487692698,2.0375860961023335e-07,0.002799353491512852,0.00619044253583078,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top1,,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109,8.150344384409334e-07
pub,first,1,1,0,"English, less-established",1,1,"English, more-established",0.0019322934106949599,0.0007644499057804743,2.5276913452192287,0.011481524040825695,0.00043399912738019257,0.003430587694009727,english_first:post_gpt:first_cumulative_pubs_top1; post_gpt:first_cumulative_pubs_top1,,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109,0.02296304808165139
pub,first,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0001393806333687419,0.0002914600455910489,0.4782152321636172,0.6324970221626014,-0.00043187055892211605,0.0007106318256595999,post_gpt:first_cumulative_pubs_top5,,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551,0.6324970221626014
pub,first,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.0027640470593719565,0.00043138477399037905,6.407382054317943,1.4803952709739067e-10,0.0019185484388718624,0.0036095456798720506,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551,7.401976354869534e-10
pub,first,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.0036190781159078796,0.000440294877403862,8.219668911996601,2.0406575923096004e-16,0.0027561160136188316,0.004482040218196927,english_first:post_gpt; post_gpt:first_cumulative_pubs_top5; english_first:post_gpt:first_cumulative_pubs_top5,,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551,1.2243945553857602e-15
pub,first,5,0,1,"Non-English, more-established",1,0,"English, less-established",0.002624666426003215,0.0005586312910937436,4.698387769980417,2.622232160436025e-06,0.0015297692148223663,0.0037195636371840633,english_first:post_gpt; post_gpt:first_cumulative_pubs_top5,,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551,7.866696481308074e-06
pub,first,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.0034796974825391375,0.0005453134774660247,6.381095693267433,1.758253897577848e-10,0.0024109027064214347,0.00454849225865684,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top5,,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551,7.401976354869534e-10
pub,first,5,1,0,"English, less-established",1,1,"English, more-established",0.0008550310565359231,0.0004935728857041601,1.7323298773109983,0.08321484529483249,-0.00011235402318973534,0.0018224161362615815,post_gpt:first_cumulative_pubs_top5; english_first:post_gpt:first_cumulative_pubs_top5,,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551,0.16642969058966497
pub,first,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",7.175825857827835e-06,0.00025345967324291827,0.028311509148638617,0.9774137013070502,-0.0004895960052315823,0.0005039476569472381,post_gpt:first_cumulative_pubs_top10,,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319,0.9774137013070502
pub,first,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.0026781146918006165,0.0004371041449538534,6.1269487437218295,8.958031381588968e-10,0.0018214063101978884,0.0035348230734033445,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319,3.5832125526355873e-09
pub,first,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.0035672297580677946,0.00042340392825256757,8.42512201714832,3.603745059266222e-17,0.002737373307779981,0.0043970862083556085,english_first:post_gpt; post_gpt:first_cumulative_pubs_top10; english_first:post_gpt:first_cumulative_pubs_top10,,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319,2.162247035559733e-16
pub,first,10,0,1,"Non-English, more-established",1,0,"English, less-established",0.0026709388659427887,0.0005452027888172323,4.898982398342362,9.63342729232931e-07,0.0016023610355902164,0.003739516696295361,english_first:post_gpt; post_gpt:first_cumulative_pubs_top10,,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319,2.890028187698793e-06
pub,first,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.003560053932209967,0.0004799738004320774,7.417183873380525,1.1963680345883663e-13,0.0026193225698402794,0.004500785294579654,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top10,,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319,5.981840172941831e-13
pub,first,10,1,0,"English, less-established",1,1,"English, more-established",0.0008891150662671782,0.00042861633168137187,2.074384479889897,0.03804361754446498,4.904249298601519e-05,0.001729187639548341,post_gpt:first_cumulative_pubs_top10; english_first:post_gpt:first_cumulative_pubs_top10,,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319,0.07608723508892996
pub,first,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",5.707893922814194e-05,0.0002035702181855605,0.2803894387739602,0.7791787388572051,-0.00034191135674051736,0.00045606923519680124,post_gpt:first_cumulative_pubs_top20,,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378,0.7791787388572051
pub,first,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.0025702424869394006,0.00046709264270839275,5.5026396306225065,3.741466911164553e-08,0.0016547577297873154,0.003485727244091486,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378,1.4965867644658213e-07
pub,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.003436027336384692,0.0003619230330881565,9.493806755172034,2.22747776052327e-21,0.002726671226356407,0.004145383446412977,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top20; post_gpt:first_cumulative_pubs_top20,,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378,1.336486656313962e-20
pub,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.002513163547711259,0.0005311546173070611,4.731510309470577,2.228554972435112e-06,0.0014721196275672638,0.003554207467855254,english_first:post_gpt; post_gpt:first_cumulative_pubs_top20,,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378,6.685664917305336e-06
pub,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.0033789483971565504,0.0004066340747407335,8.309555462883772,9.606125032866128e-17,0.0025819602557779443,0.0041759365385351565,english_first:post_gpt; english_first:post_gpt:first_cumulative_pubs_top20,,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378,4.803062516433064e-16
pub,first,20,1,0,"English, less-established",1,1,"English, more-established",0.0008657848494452918,0.00036398029998977333,2.378658541326598,0.01737576311941447,0.00015239657038325144,0.001579173128507332,english_first:post_gpt:first_cumulative_pubs_top20; post_gpt:first_cumulative_pubs_top20,,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378,0.03475152623882894
pub,last,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.002975215286244024,0.00030927433853505053,9.619987550007608,6.583913199121832e-22,0.0023690487213728767,0.003581381851115171,post_gpt:last_cumulative_pubs_top1,,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123,3.291956599560916e-21
pub,last,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.002851248410229319,0.00042348354893922724,6.732843382868912,1.66379127270803e-11,0.0020212359062632282,0.00368126091419541,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123,6.65516509083212e-11
pub,last,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.004177268772937297,0.00040612458220628335,10.285683152308007,8.176019764007402e-25,0.0033812792185766052,0.0049732583272979886,english_last:post_gpt:last_cumulative_pubs_top1; english_last:post_gpt; post_gpt:last_cumulative_pubs_top1,,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123,4.9056118584044415e-24
pub,last,1,0,1,"Non-English, more-established",1,0,"English, less-established",-0.00012396687601470488,0.0005135003868545136,-0.24141535077329462,0.8092332163529505,-0.0011304091402969364,0.0008824753882675266,english_last:post_gpt; post_gpt:last_cumulative_pubs_top1,,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123,0.8092332163529505
pub,last,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.0012020534866932732,0.00037039974435325155,3.2452870311564537,0.001173322919893644,0.0004760833278780568,0.0019280236455084896,english_last:post_gpt:last_cumulative_pubs_top1; english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123,0.003519968759680932
pub,last,1,1,0,"English, less-established",1,1,"English, more-established",0.001326020362707978,0.0004568702838787141,2.9024001111440163,0.00370315235926643,0.0004305710606991079,0.002221469664716848,english_last:post_gpt:last_cumulative_pubs_top1; post_gpt:last_cumulative_pubs_top1,,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123,0.00740630471853286
pub,last,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0035557803186250705,0.0002931385970349042,12.130031168163372,7.322156374931351e-34,0.0029812392259580584,0.004130321411292083,post_gpt:last_cumulative_pubs_top5,,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311,3.6610781874656754e-33
pub,last,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.003111225417369049,0.0005574349913778195,5.581324218056337,2.3869421618974516e-08,0.002018672910546127,0.004203777924191971,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311,7.160826485692355e-08
pub,last,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.00507891169939498,0.0003873895764524153,13.11060495201229,2.8630550927776103e-39,0.0043196420815620196,0.00583818131722794,post_gpt:last_cumulative_pubs_top5; english_last:post_gpt:last_cumulative_pubs_top5; english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311,1.717833055666566e-38
pub,last,5,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0004445549012560214,0.0005784890235992643,-0.7684759487571144,0.4422044742133818,-0.0015783725529623209,0.000689262750450278,english_last:post_gpt; post_gpt:last_cumulative_pubs_top5,,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311,0.4422044742133818
pub,last,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.0015231313807699091,0.0002618453351617652,5.816912414456173,5.994453007484293e-09,0.00100992395433303,0.0020363388072067883,english_last:post_gpt:last_cumulative_pubs_top5; english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311,2.3977812029937173e-08
pub,last,5,1,0,"English, less-established",1,1,"English, more-established",0.0019676862820259306,0.0005275693978732942,3.7297202793754685,0.00019169245868033558,0.0009336692628487918,0.003001703301203069,post_gpt:last_cumulative_pubs_top5; english_last:post_gpt:last_cumulative_pubs_top5,,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311,0.00038338491736067116
pub,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004084553457878048,0.0003489070197929832,11.706710459140472,1.1776032266829427e-31,0.0034007082651305973,0.004768398650625499,post_gpt:last_cumulative_pubs_top10,,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954,5.888016133414714e-31
pub,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.0031521756641441816,0.000693022399918368,4.548447011980392,5.404324665917705e-06,0.0017938767198246663,0.0045104746084636965,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954,1.6212973997753117e-05
pub,last,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.005938340964448629,0.00043670392384719957,13.598093903379773,4.110058127252571e-42,0.005082417001800795,0.0067942649270964625,english_last:post_gpt; post_gpt:last_cumulative_pubs_top10; english_last:post_gpt:last_cumulative_pubs_top10,,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954,2.4660348763515424e-41
